state,world,score,Res_Type
North Carolina,simple,0.00047739750682305527,Lebanese
North Carolina,moist,0.00047739750682305527,Lebanese
North Carolina,sides,0.00047739750682305527,Lebanese
North Carolina,outside,0.0004376143812544673,Lebanese
North Carolina,coffee,0.0004376143812544673,Lebanese
North Carolina,flavors,0.0004376143812544673,Lebanese
North Carolina,tahini,0.0004376143812544673,Lebanese
North Carolina,dip,0.0003978312556858794,Lebanese
North Carolina,healthy,0.0003978312556858794,Lebanese
North Carolina,spices,0.0003978312556858794,Lebanese
North Carolina,creamy,0.0003978312556858794,Lebanese
Nevada,moroccan,0.00692797880483565,Lebanese
Nevada,shrimp,0.005879419850590255,Lebanese
Nevada,belly,0.005532482846901567,Lebanese
Nevada,marrakech,0.004194235816981583,Lebanese
Nevada,scampi,0.0035950592716985,Lebanese
Nevada,couscous,0.0024716032492927186,Lebanese
Nevada,rose,0.0020971179084907916,Lebanese
Nevada,wine,0.0016851840336086718,Lebanese
Nevada,pastry,0.0015353898972879007,Lebanese
Nevada,water,0.0015240424446181673,Lebanese
Nevada,entertainment,0.0014822878570943821,Lebanese
Nevada,chocolate,0.0013855957609671301,Lebanese
Nevada,tent,0.0013481472268869375,Lebanese
Nevada,sugar,0.0013481472268869375,Lebanese
Nevada,music,0.0012526376257135624,Lebanese
Nevada,ambiance,0.0012317603319516696,Lebanese
Nevada,mint,0.0012108830381897771,Lebanese
Nevada,dessert,0.001130856643900687,Lebanese
Nevada,powdered,0.0010485589542453958,Lebanese
Nevada,reservation,0.0010485589542453958,Lebanese
Nevada,party,0.0010438646880946351,Lebanese
Nevada,beautiful,0.00100211010057085,Lebanese
Nevada,soup,0.0009758198459465607,Lebanese
Nevada,pineapple,0.0009736618860850104,Lebanese
Nevada,tea,0.0009028613527916775,Lebanese
Nevada,tomato,0.000898764817924625,Lebanese
Nevada,hand,0.000898764817924625,Lebanese
Nevada,waiter,0.0008559690442376009,Lebanese
Nevada,entertaining,0.0008238677497642395,Lebanese
Nevada,israeli,0.0008238677497642395,Lebanese
Nevada,bananas,0.0008238677497642395,Lebanese
Nevada,cool,0.0008142144567138155,Lebanese
Nevada,cinnamon,0.0007864192156840468,Lebanese
Nevada,ambience,0.0007864192156840468,Lebanese
Nevada,talented,0.0007864192156840468,Lebanese
Nevada,olives,0.0007724598691900301,Lebanese
Nevada,nuts,0.0007489706816038541,Lebanese
Nevada,filet,0.0007489706816038541,Lebanese
Nevada,carrots,0.000709827987904352,Lebanese
Nevada,banana,0.0006740736134434687,Lebanese
Nevada,dining,0.0006657462500383077,Lebanese
Nevada,night,0.0006657462500383077,Lebanese
Nevada,washing,0.000636625079363276,Lebanese
Nevada,desert,0.000636625079363276,Lebanese
Nevada,show,0.0006263188128567812,Lebanese
Nevada,low,0.0006054415190948886,Lebanese
Nevada,harira,0.0005991765452830832,Lebanese
Nevada,drink,0.000563686931571103,Lebanese
Nevada,traditional,0.000563686931571103,Lebanese
Nevada,b'stilla,0.0005617280112028906,Lebanese
Nevada,cozy,0.0005617280112028906,Lebanese
Nevada,morocco,0.0005617280112028906,Lebanese
Nevada,reservations,0.0005617280112028906,Lebanese
Nevada,tip,0.0005428096378092104,Lebanese
Nevada,dough,0.0005242794771226979,Lebanese
Nevada,feast,0.0005242794771226979,Lebanese
Arizona,oysters,0.002256811124729049,Irish
Arizona,skeptical,0.0005625861543020839,Irish
Arizona,oyster,0.0005625861543020839,Irish
Arizona,mccaffrey,0.0004591220339706662,Irish
Arizona,fibber,0.0004591220339706662,Irish
Arizona,smoke,0.000380501385187124,Irish
Arizona,skins,0.0003586334894867146,Irish
Arizona,cider,0.0003553006071101527,Irish
Arizona,chill,0.00032641437888981505,Irish
Arizona,hipster,0.0003168588685149668,Irish
Arizona,hipsters,0.00028452633091139877,Irish
Arizona,seafood,0.0002686419224491398,Irish
Arizona,crowd,0.00026655763786968297,Irish
Arizona,peaks,0.00026512680834925794,Irish
Arizona,boxty,0.0002628646768050723,Irish
Arizona,relaxed,0.00022305253614417615,Irish
Arizona,curry,0.00022242395729659965,Irish
Arizona,drunk,0.0002166467116525321,Irish
Arizona,prefer,0.00021430537786401238,Irish
Arizona,older,0.00021430537786401238,Irish
Arizona,pasty,0.00021339474818354905,Irish
Arizona,rude,0.00021015294728859483,Irish
Arizona,dirty,0.00020798084318643083,Irish
Wisconsin,curds,0.0030276533210330373,Irish
Wisconsin,snug,0.0014852638933369616,Irish
Wisconsin,fry,0.0008285226072752164,Irish
Wisconsin,badger,0.0007997574810275947,Irish
Wisconsin,cow,0.0007997574810275947,Irish
Wisconsin,toast,0.0005869203430239271,Irish
Wisconsin,pineapple,0.000571255343591139,Irish
Wisconsin,greens,0.0005409106267861765,Irish
Wisconsin,fruit,0.0005409106267861765,Irish
Wisconsin,pasta,0.0005409106267861765,Irish
Wisconsin,martini,0.0005022741534443068,Irish
Wisconsin,hash,0.00048484723988933106,Irish
Wisconsin,scotch,0.0004602903373751202,Irish
Wisconsin,sausage,0.0004338106883220331,Irish
Wisconsin,flavors,0.0004338106883220331,Irish
Wisconsin,leek,0.0004082924125383841,Irish
Wisconsin,dish,0.00040769445645148127,Irish
Wisconsin,gluten,0.00038277413675473504,Irish
Wisconsin,brunch,0.00035848995308664734,Irish
Wisconsin,mash,0.00035848995308664734,Irish
Wisconsin,smoked,0.00033173758518743705,Irish
Wisconsin,satisfied,0.000280701033620139,Irish
Wisconsin,promptly,0.000280701033620139,Irish
Wisconsin,wedding,0.000280701033620139,Irish
Wisconsin,nicely,0.000280701033620139,Irish
Wisconsin,full,0.00027413937588978914,Irish
Wisconsin,eggs,0.0002600809463569794,Irish
Wisconsin,fireplace,0.00025518275783649,Irish
Wisconsin,vodka,0.00025518275783649,Irish
Wisconsin,original,0.00025518275783649,Irish
Wisconsin,salmon,0.0002530517315905746,Irish
Wisconsin,slices,0.0002454881799333975,Irish
Wisconsin,expensive,0.0002301451686875601,Irish
Wisconsin,options,0.00021790565775855035,Irish
Wisconsin,coffee,0.00021790565775855035,Irish
Wisconsin,cooked,0.00021790565775855035,Irish
Wisconsin,mouth,0.00021480215744172277,Irish
Wisconsin,corn,0.00021480215744172277,Irish
Wisconsin,shrimp,0.00021480215744172277,Irish
Wisconsin,parties,0.00021480215744172277,Irish
Wisconsin,warm,0.0002108764429921455,Irish
Wisconsin,ambiance,0.00020384722822574064,Irish
Wisconsin,vegetarian,0.00019945914619588542,Irish
Wisconsin,rich,0.00019945914619588542,Irish
Wisconsin,breading,0.00019945914619588542,Irish
Wisconsin,cocktails,0.00019945914619588542,Irish
Wisconsin,veggies,0.00018411613495004808,Irish
Wisconsin,filling,0.00018411613495004808,Irish
Wisconsin,standard,0.00018411613495004808,Irish
Wisconsin,veggie,0.00018411613495004808,Irish
Wisconsin,lettuce,0.00018411613495004808,Irish
Wisconsin,cod,0.00018411613495004808,Irish
Wisconsin,favorites,0.00018411613495004808,Irish
Wisconsin,cozy,0.00018275958392652609,Irish
Wisconsin,bacon,0.00017573036916012125,Irish
Wisconsin,groups,0.00016877312370421074,Irish
Wisconsin,apple,0.00016877312370421074,Irish
Pennsylvania,outdoor,0.0003577018706299351,Irish
Pennsylvania,show,0.00018826414243680795,Irish
Pennsylvania,crowd,0.00018826414243680795,Irish
Pennsylvania,outstanding,0.00018826414243680795,Irish
North Carolina,legs,0.0009211743279875523,Irish
North Carolina,curry,0.0004572148925096729,Irish
North Carolina,dj,0.00041535339979219656,Irish
North Carolina,lamb,0.00036653747283010195,Irish
North Carolina,brisket,0.00036577191400773834,Irish
North Carolina,mustard,0.0003352909211737601,Irish
North Carolina,crab,0.0003298837255470918,Irish
North Carolina,browns,0.0003230526442828196,Irish
North Carolina,shrimp,0.0003115568519055867,Irish
North Carolina,excited,0.0002895694319227928,Irish
North Carolina,local,0.00028547199619416566,Irish
North Carolina,goat,0.0002769022665281311,Irish
North Carolina,dipping,0.00027432893550580374,Irish
North Carolina,vinegar,0.00025908843908881466,Irish
North Carolina,beans,0.00025908843908881466,Irish
North Carolina,early,0.0002565762309810714,Irish
North Carolina,tea,0.00024384794267182555,Irish
North Carolina,cooked,0.0002308964675099869,Irish
North Carolina,dine,0.00023075188877344252,Irish
North Carolina,blue,0.00022908592051881375,Irish
North Carolina,pretzel,0.00022908592051881375,Irish
North Carolina,fast,0.00022908592051881375,Irish
North Carolina,brown,0.00022860744625483644,Irish
North Carolina,extensive,0.00022860744625483644,Irish
North Carolina,complaint,0.00022860744625483644,Irish
North Carolina,bbq,0.00021992248369806123,Irish
North Carolina,true,0.00021075904687730865,Irish
North Carolina,dish,0.0002057077619634429,Irish
Illinois,seafood,0.002795283656021092,Irish
Illinois,salt,0.001863522437347395,Irish
Illinois,nachos,0.0009239800988646855,Irish
Illinois,chowder,0.000615986732576457,Irish
Ohio,boxty,0.0011138002353971112,Irish
Ohio,pizza,0.0005256135942323446,Irish
Ohio,perch,0.00047626116386209405,Irish
Ohio,paprikash,0.0004482458012819708,Irish
Ohio,fireplace,0.00042549671914046943,Irish
Ohio,browns,0.00039790806780712654,Irish
Ohio,lakes,0.00030816898838135495,Irish
Ohio,pasta,0.0003031680516625726,Irish
Ohio,mushrooms,0.00030035062527562545,Irish
Ohio,summer,0.00029345477621994554,Irish
Ohio,cider,0.0002878360158891411,Irish
Ohio,stuffed,0.0002878360158891411,Irish
Ohio,lobster,0.0002842200484336618,Irish
Ohio,beet,0.00028015362580123174,Irish
Ohio,mussels,0.00027532140650265665,Irish
Ohio,lovely,0.00027532140650265665,Irish
Ohio,boneless,0.000265272045204751,Irish
Ohio,grub,0.0002628067971161723,Irish
Ohio,turkey,0.0002558323690122602,Irish
Ohio,cooked,0.00025164925257485654,Irish
Ohio,drunk,0.00025029218772968786,Irish
Ohio,spicy,0.00025029218772968786,Irish
Ohio,awful,0.00025029218772968786,Irish
Ohio,crab,0.0002483078875707231,Irish
Ohio,toppings,0.0002463240419758402,Irish
Ohio,fast,0.000233258924687649,Irish
Ohio,full,0.0002309657523632245,Irish
Ohio,locals,0.0002252629689567191,Irish
Ohio,dip,0.00021717675222213646,Irish
Ohio,tan,0.00021274835957023472,Irish
Ohio,corn,0.0002106854803630378,Irish
Nevada,peanut,0.0007170149290263405,Irish
Nevada,strip,0.0006610638412935754,Irish
Nevada,sausage,0.0005605150758593288,Irish
Nevada,hennessey,0.000551549945404877,Irish
Nevada,lobster,0.0004989371467487992,Irish
Nevada,entertainment,0.0004773617404296482,Irish
Nevada,baked,0.00040567786698266845,Irish
Nevada,curry,0.00038188939234371855,Irish
Nevada,band,0.0003817542756635165,Irish
Nevada,goat,0.00037303711906452267,Irish
Nevada,nachos,0.00037072581881101495,Irish
Nevada,songs,0.0003543852631112966,Irish
Nevada,juicy,0.0003124185872165378,Irish
Nevada,dancing,0.0003124185872165378,Irish
Nevada,kale,0.0002895637213375606,Irish
Nevada,corn,0.0002833130748401037,Irish
Nevada,jam,0.0002826693470199996,Irish
Nevada,lamb,0.0002814613553967044,Irish
Nevada,reservation,0.000279777839298392,Irish
Nevada,truffle,0.0002757749727024386,Irish
Nevada,smoke,0.00027045191132177895,Irish
Nevada,overpriced,0.00026112598334516595,Irish
Nevada,bbq,0.0002592407220759119,Irish
Nevada,mushrooms,0.00025561951261716644,Irish
Nevada,sausages,0.00025180005536855284,Irish
Nevada,toffee,0.0002481974754321948,Irish
Nevada,tea,0.00024330049996091745,Irish
Nevada,sour,0.00023781116340363323,Irish
Nevada,locals,0.00023714099363279296,Irish
Nevada,duck,0.00023440872679707285,Irish
Nevada,spicy,0.00023406124046873074,Irish
Nevada,cocktail,0.00022790173414060624,Irish
Nevada,mustard,0.00022790173414060624,Irish
Nevada,bacon,0.00022481085122407084,Irish
Nevada,whisky,0.0002206199781619509,Irish
Nevada,alcohol,0.00021915930745040709,Irish
Nevada,cider,0.00021866247464841947,Irish
Nevada,rare,0.0002155827214843572,Irish
Nevada,pies,0.00021372560384438994,Irish
Nevada,brisket,0.00021250296832029498,Irish
Arizona,machaca,0.000211929,Mexican
Arizona,menudo,0.000104356,Mexican
Arizona,cornbread,9.66E-05,Mexican
Arizona,churro,7.83E-05,Mexican
Arizona,serrano,7.52E-05,Mexican
Arizona,asado,6.94E-05,Mexican
Wisconsin,eldorado,0.000604675,Mexican
Wisconsin,guadalajara,0.000550053,Mexican
Wisconsin,pies,0.00024187,Mexican
Wisconsin,carbonara,0.000213076,Mexican
Wisconsin,cauliflower,0.000158367,Mexican
Wisconsin,frito,0.000138211,Mexican
Wisconsin,gordita,0.000121051,Mexican
Wisconsin,pancake,0.000115176,Mexican
Wisconsin,mozzarella,0.000109417,Mexican
Wisconsin,biscuit,0.000109417,Mexican
Wisconsin,verdes,0.000100779,Mexican
Wisconsin,curds,9.21E-05,Mexican
Wisconsin,burrata,8.06E-05,Mexican
Wisconsin,tenderloin,7.33E-05,Mexican
Pennsylvania,tako,0.000136492,Mexican
Pennsylvania,walnut,0.000103127,Mexican
Pennsylvania,seitan,0.000100094,Mexican
Pennsylvania,cranberry,0.000100094,Mexican
Pennsylvania,cornbread,9.87E-05,Mexican
Pennsylvania,wing,9.87E-05,Mexican
Pennsylvania,rib,9.69E-05,Mexican
Pennsylvania,huitlacoche,7.89E-05,Mexican
Pennsylvania,waffle,7.73E-05,Mexican
Pennsylvania,barbecue,6.65E-05,Mexican
North Carolina,zapata,0.000111817,Mexican
North Carolina,picante,0.000106083,Mexican
North Carolina,tuna,0.000106027,Mexican
North Carolina,plantains,0.000101292,Mexican
North Carolina,tijuana,9.53E-05,Mexican
North Carolina,comida,9.20E-05,Mexican
North Carolina,cowfish,6.49E-05,Mexican
North Carolina,pueblo,6.28E-05,Mexican
North Carolina,honduran,6.28E-05,Mexican
North Carolina,chalupa,5.85E-05,Mexican
North Carolina,dong,5.41E-05,Mexican
Illinois,paletas,0.000258382,Mexican
Illinois,bulgogi,0.000204317,Mexican
Illinois,popsicles,0.000182387,Mexican
Illinois,quinoa,0.000182387,Mexican
Illinois,smoothies,0.000167188,Mexican
Illinois,milanesa,0.000151989,Mexican
Illinois,tamarind,0.000118289,Mexican
Illinois,guava,8.24E-05,Mexican
Illinois,ribeye,6.70E-05,Mexican
Illinois,gordita,5.67E-05,Mexican
Illinois,pumpkin,5.36E-05,Mexican
Illinois,elote,3.15E-05,Mexican
South Carolina,tapas,0.001427494,Mexican
South Carolina,pupusa,0.00133602,Mexican
South Carolina,cancun,0.000741839,Mexican
Ohio,cozumel,0.000563325,Mexican
Ohio,trout,0.000318863,Mexican
Ohio,gouda,0.00015146,Mexican
Ohio,acapulco,0.000103401,Mexican
Ohio,machaca,0.000102302,Mexican
Ohio,cucumber,9.59E-05,Mexican
Ohio,confit,8.77E-05,Mexican
Ohio,taquito,7.44E-05,Mexican
Ohio,lobster,6.12E-05,Mexican
Ohio,duck,6.07E-05,Mexican
Nevada,cabo,0.000176197,Mexican
Nevada,pupusas,0.000163842,Mexican
Nevada,seaweed,0.000123894,Mexican
Nevada,churro,0.000110895,Mexican
Nevada,menudo,9.54E-05,Mexican
Nevada,kalua,9.52E-05,Mexican
Nevada,bulgogi,9.44E-05,Mexican
Nevada,dorado,9.15E-05,Mexican
Nevada,mariscos,7.74E-05,Mexican
Nevada,frijoles,7.41E-05,Mexican
Nevada,tijuana,6.90E-05,Mexican
Nevada,caesar,6.82E-05,Mexican
Arizona,gilbert,0.000735578,Southern
Arizona,lolos,0.000443194,Southern
Arizona,roscoe,0.000411558,Southern
Arizona,waldo,0.000372406,Southern
Arizona,koolaid,0.000323162,Southern
Arizona,grassroots,0.000304696,Southern
Arizona,desoto,0.000289307,Southern
Arizona,valet,0.000267763,Southern
Arizona,roscoes,0.000230821,Southern
Arizona,boop,0.000215441,Southern
Arizona,bisque,0.000209045,Southern
Arizona,beckett,0.000206208,Southern
Arizona,calamari,0.000204669,Southern
Arizona,mesa,0.000196975,Southern
Arizona,rude,0.000177389,Southern
Wisconsin,julep,0.012616663,Southern
Wisconsin,crepe,0.003701242,Southern
Wisconsin,locust,0.003692682,Southern
Wisconsin,farro,0.003077235,Southern
Wisconsin,oysters,0.000830159,Southern
Wisconsin,egg,0.000385329,Southern
Wisconsin,interesting,0.000355689,Southern
Pennsylvania,enchiladas,0.001147336,Southern
Pennsylvania,tacos,0.00111392,Southern
Pennsylvania,grill,0.001096239,Southern
Pennsylvania,tofu,0.000860502,Southern
Pennsylvania,liam,0.000834426,Southern
Pennsylvania,black-eyed,0.000590372,Southern
Pennsylvania,atria,0.000573668,Southern
Pennsylvania,guacamole,0.000553474,Southern
Pennsylvania,cole,0.000367963,Southern
Pennsylvania,rub,0.000318263,Southern
Pennsylvania,coleslaw,0.000313851,Southern
Pennsylvania,tender,0.000286332,Southern
Pennsylvania,meats,0.000271262,Southern
Pennsylvania,slaw,0.000266239,Southern
Pennsylvania,phone,0.000265219,Southern
Pennsylvania,salsa,0.000247538,Southern
Pennsylvania,tuna,0.000229857,Southern
Pennsylvania,sandwiches,0.000216449,Southern
Pennsylvania,memphis,0.000212175,Southern
Pennsylvania,vegetarian,0.000194804,Southern
North Carolina,mert,0.000894466,Southern
North Carolina,dumplings,0.000658251,Southern
North Carolina,leroy,0.000409839,Southern
North Carolina,sauceman,0.000403856,Southern
North Carolina,haberdish,0.000332059,Southern
North Carolina,tots,0.000330184,Southern
North Carolina,queso,0.000290178,Southern
North Carolina,casserole,0.00026573,Southern
North Carolina,mckoy,0.00025428,Southern
North Carolina,roosters,0.000248297,Southern
North Carolina,coop,0.000245305,Southern
North Carolina,biscuit,0.000242047,Southern
North Carolina,pita,0.000241288,Southern
North Carolina,merts,0.000236331,Southern
North Carolina,penguin,0.000233339,Southern
North Carolina,collards,0.000222866,Southern
North Carolina,zoe,0.000222239,Southern
North Carolina,belmont,0.000218381,Southern
North Carolina,veggie,0.000218061,Southern
North Carolina,zucchini,0.000213773,Southern
North Carolina,buffalo,0.000197441,Southern
North Carolina,cornbread,0.000196231,Southern
North Carolina,dreamy,0.000194449,Southern
North Carolina,nellie,0.000194449,Southern
North Carolina,park,0.00019169,Southern
North Carolina,summit,0.000188466,Southern
North Carolina,typical,0.000183979,Southern
North Carolina,pickle,0.000182483,Southern
Illinois,seaboat,0.013310064,Southern
Illinois,cayenne,0.005432954,Southern
Illinois,ranch,0.003124101,Southern
Illinois,soggy,0.00127481,Southern
Illinois,popeyes,0.00059172,Southern
Illinois,honey,0.0004931,Southern
South Carolina,fort,0.005570518,Southern
South Carolina,bojangles,0.000888712,Southern
South Carolina,farms,0.000811433,Southern
South Carolina,scallops,0.000703598,Southern
South Carolina,meatloaf,0.000668659,Southern
South Carolina,risotto,0.00061102,Southern
South Carolina,farm,0.00061102,Southern
South Carolina,bacon,0.000604952,Southern
South Carolina,nachos,0.000555472,Southern
South Carolina,lobster,0.000543994,Southern
South Carolina,omelet,0.000481409,Southern
South Carolina,pretzels,0.000463676,Southern
South Carolina,quaint,0.000388831,Southern
South Carolina,omelette,0.000388831,Southern
South Carolina,spinach,0.000339996,Southern
South Carolina,hummus,0.000333283,Southern
South Carolina,chorizo,0.000327678,Southern
South Carolina,pasta,0.000305997,Southern
South Carolina,gnocchi,0.000300371,Southern
South Carolina,braised,0.000296252,Southern
South Carolina,brussels,0.00025922,Southern
South Carolina,salmon,0.000252502,Southern
Ohio,zanzibar,0.001441579,Southern
Ohio,ohio,0.00110521,Southern
Ohio,chow,0.001104939,Southern
Ohio,phil,0.000744816,Southern
Ohio,velvet,0.000627225,Southern
Ohio,kool-aid,0.000526971,Southern
Ohio,breading,0.000415435,Southern
Ohio,breast,0.000415435,Southern
Ohio,soul,0.000414255,Southern
Ohio,rosemary,0.000407289,Southern
Ohio,tomatoes,0.000330941,Southern
Ohio,chili,0.000324084,Southern
Ohio,evans,0.000312342,Southern
Ohio,hatfield,0.000312342,Southern
Ohio,hillbilly,0.000312342,Southern
Ohio,cajun,0.000309126,Southern
Ohio,gator,0.000288984,Southern
Ohio,angie,0.000288984,Southern
Ohio,palookaville,0.000288316,Southern
Ohio,jezebel,0.000288316,Southern
Ohio,entree,0.000279211,Southern
Ohio,crunchy,0.000268811,Southern
Ohio,curds,0.000240263,Southern
Ohio,quiche,0.000240263,Southern
Ohio,gouda,0.000240263,Southern
Ohio,freddie,0.000240263,Southern
Ohio,appetizers,0.000224366,Southern
Ohio,pecan,0.000219936,Southern
Ohio,cabbage,0.000203645,Southern
Nevada,bubba,0.000530892,Southern
Nevada,deviled,0.000465136,Southern
Nevada,gumbo,0.000323985,Southern
Nevada,gritz,0.000318535,Southern
Nevada,cobbler,0.000316406,Southern
Nevada,brisket,0.000305745,Southern
Nevada,garlic,0.000286403,Southern
Nevada,meat,0.000286098,Southern
Nevada,bourbon,0.000253971,Southern
Nevada,henderson,0.000248681,Southern
Nevada,ayce,0.000243093,Southern
Nevada,pickles,0.000227358,Southern
Nevada,blackberry,0.000227347,Southern
Nevada,jambalaya,0.00020118,Southern
Nevada,seafood,0.000195987,Southern
Nevada,burnt,0.000187869,Southern
Nevada,maple,0.00018757,Southern
Nevada,strawberry,0.000184415,Southern
Nevada,show,0.000182834,Southern
Nevada,texas,0.000182071,Southern
Nevada,gets,0.000181886,Southern
Nevada,crawfish,0.000181621,Southern
Arizona,clever,0.00033265,Thai
Arizona,central,0.00022132,Thai
Arizona,elephant,0.000166572,Thai
Arizona,buffet,0.000159235,Thai
Arizona,chow,0.000158184,Thai
Arizona,ramen,0.000158154,Thai
